analysis.sample.rate,artist.7digitalid,artist.familiarity,artist.hotttnesss,artist.playmeid,danceability,duration,end.of.fade.in,energy,key,key.confidence,loudness,mode,mode.confidence,release.7digitalid,song.hotttnesss,start.of.fade.out,tempo,time.signature,time.signature.confidence,year
22050.0,4645.0,0.6174733,0.44294894000000001,45433.0,0.0,238.10567,0.16,0.0,0.0,0.438,-8.8350000000000009,0.0,0.438,198616.0,0.40511572169999999,224.52500000000001,104.816,4.0,0.0,1996.0
22050.0,155352.0,0.080124769999999998,0.0,-1.0,0.0,404.4273,6.327,0.0,0.0,0.42199999999999999,-22.535,0.0,0.52100000000000002,94537.0,0.3560643,388.11599999999999,75.481999999999999,5.0,0.57199999999999995,1993.0
22050.0,4822.0,0.57810360000000005,0.4148926,8349.0,0.0,37.511380000000003,0.0,0.0,0.0,0.0,-19.491,1.0,0.0,332823.0,0.0,37.511000000000003,77.241,7.0,0.46999999999999997,1997.0
22050.0,15926.0,0.78064716000000001,0.54975229999999997,1241.0,0.0,174.31465,2.0899999999999999,0.0,5.0,0.76300000000000001,-14.435,1.0,0.68300000000000005,155108.0,0.0,162.702,116.05500000000001,4.0,1.0,1995.0
22050.0,180632.0,0.46280642999999999,0.30903834000000002,58733.0,0.0,451.81342000000001,0.33400000000000002,0.0,0.0,0.57999999999999996,-14.401999999999999,1.0,0.55300000000000005,233993.0,0.0,439.83199999999999,149.06800000000001,5.0,0.79700000000000004,2000.0
22050.0,198506.0,0.38051425999999999,0.27489507000000002,-1.0,0.0,131.5522,0.14999999999999999,0.0,9.0,0.16400000000000001,-6.843,1.0,0.34799999999999998,260175.0,0.3560643,128.99299999999999,164.75800000000001,4.0,0.0,1994.0
22050.0,37086.0,0.64015449999999996,0.51487249999999996,-1.0,0.0,267.98975000000002,0.183,0.0,10.0,0.52900000000000003,-14.773999999999999,0.0,0.60199999999999998,152901.0,0.66417285020000005,257.34100000000001,129.96199999999999,4.0,0.69199999999999995,2007.0
22050.0,11414.0,0.5773258,0.45828635000000001,14641.0,0.0,72.567710000000005,0.0,0.0,3.0,0.104,-14.571999999999999,1.0,0.249,227207.0,0.3560643,72.567999999999998,130.28100000000001,5.0,0.089999999999999997,1992.0
22050.0,27528.0,0.50421875999999999,0.3657473,14716.0,0.0,248.65913,0.20599999999999999,0.0,2.0,0.48399999999999999,-25.030000000000001,1.0,0.45400000000000001,235502.0,0.3560643,238.13200000000001,137.86799999999999,3.0,0.67400000000000004,1988.0
22050.0,117275.0,0.34919470000000002,0.27043957000000002,99454.0,0.0,217.10323,0.0,0.0,7.0,0.17399999999999999,-6.7140000000000004,1.0,0.40799999999999997,150666.0,0.0,217.10300000000001,126.872,1.0,0.0,1996.0
22050.0,121846.0,0.37939583999999998,0.35664454000000001,-1.0,0.0,272.63956000000002,0.17100000000000001,0.0,3.0,0.38,-24.844999999999999,1.0,0.35499999999999998,157877.0,0.3560643,272.63999999999999,91.707999999999998,3.0,1.0,1999.0
22050.0,19603.0,0.73024630000000001,0.5204896,6964.0,0.0,119.97995,0.0,0.0,7.0,0.58799999999999997,-10.521000000000001,0.0,0.45200000000000001,200960.0,0.547952942,110.70699999999999,160.34899999999999,4.0,0.0,2003.0
22050.0,187178.0,0.61754549999999997,0.37607806999999999,-1.0,0.0,386.79464999999999,0.27300000000000002,0.0,5.0,0.46899999999999997,-4.6029999999999998,0.0,0.41299999999999998,125663.0,0.5452302939,378.51400000000001,111.98999999999999,4.0,0.73099999999999998,2002.0
22050.0,347392.0,0.41623529999999997,0.33088361999999999,-1.0,0.0,159.92116999999999,0.13100000000000001,0.0,0.0,0.245,-5.8179999999999996,1.0,0.36899999999999999,469770.0,0.38293509009999999,154.221,202.57499999999999,7.0,0.92000000000000004,2006.0
22050.0,27142.0,0.61402500000000004,0.41594314999999998,-1.0,0.0,125.64852999999999,0.0,0.0,1.0,0.55700000000000005,-13.619,1.0,0.56000000000000005,751995.0,0.0,125.649,229.68199999999999,1.0,0.0,1991.0
22050.0,185560.0,0.58374780000000004,0.40786212999999999,-1.0,0.0,107.15383,5.4279999999999999,0.0,4.0,0.434,-6.9539999999999997,1.0,0.42999999999999999,239741.0,0.3560643,98.841999999999999,131.59299999999999,1.0,0.0,1987.0
22050.0,34867.0,0.43970934,0.32431072,145354.0,0.0,195.70892000000001,0.072999999999999995,0.0,1.0,0.52800000000000002,-23.417000000000002,1.0,0.41899999999999998,582406.0,0.3560643,191.00700000000001,64.466999999999999,3.0,0.79800000000000004,1990.0
22050.0,182580.0,0.40065968000000002,0.31814355,181134.0,0.0,573.98810000000003,0.14199999999999999,0.0,5.0,0.10199999999999999,-5.8220000000000001,0.0,0.28699999999999998,583274.0,0.1922963063,560.53599999999994,135.91999999999999,4.0,0.77500000000000002,2009.0
22050.0,128851.0,0.65782689999999999,0.45873081999999998,11377.0,0.0,166.79138,1.2230000000000001,0.0,9.0,0.0,-7.5759999999999996,1.0,0.14099999999999999,32993.0,0.48903820920000002,160.44999999999999,91.891000000000005,4.0,0.20399999999999999,1990.0
22050.0,2981.0,0.70528769999999996,0.51729804000000001,5226.0,0.0,149.91628,0.0,0.0,2.0,0.77800000000000002,-17.692,1.0,0.79300000000000004,300387.0,0.3560643,149.916,121.267,1.0,0.0,1990.0
22050.0,70607.0,0.40132800000000002,0.28857863,81565.0,0.0,152.16281000000001,0.35699999999999998,0.0,1.0,0.62,-24.388000000000002,1.0,0.628,446429.0,0.3560643,139.38900000000001,63.491999999999997,1.0,0.0,1987.0
22050.0,175268.0,0.42063072000000001,0.3352329,-1.0,0.0,167.86240000000001,0.13600000000000001,0.0,2.0,0.0,-11.664999999999999,1.0,0.0,603995.0,0.0,153.995,149.745,5.0,0.84999999999999998,2004.0
22050.0,21014.0,0.64709466999999998,0.50044787000000002,13194.0,0.0,335.98647999999997,2.1589999999999998,0.0,7.0,0.41199999999999998,-6.7599999999999998,1.0,0.56299999999999994,64471.0,0.3560643,325.97300000000001,134.09800000000001,4.0,0.95899999999999996,2000.0
22050.0,16701.0,0.58475279999999996,0.36279655,-1.0,0.0,195.73506,0.26400000000000001,0.0,5.0,0.52900000000000003,-16.268999999999998,1.0,0.45100000000000001,23758.0,0.39726535489999998,178.75899999999999,91.006,1.0,0.0,1990.0
22050.0,41049.0,0.40048718,0.32306616999999999,-1.0,0.0,205.97506999999999,0.46700000000000003,0.0,5.0,0.42599999999999999,-18.190000000000001,1.0,0.14000000000000001,146637.0,0.3560643,196.84100000000001,109.206,3.0,1.0,1992.0
22050.0,265904.0,0.51802355,0.41319528,-1.0,0.0,486.34730000000002,0.0,0.0,4.0,0.75900000000000001,-6.9569999999999999,1.0,0.72299999999999998,634008.0,0.3603705827,450.43200000000002,130.44,4.0,0.56999999999999995,2001.0
22050.0,19354.0,0.65255874000000003,0.34454059999999997,125993.0,0.0,202.47466,0.33300000000000002,0.0,10.0,0.189,-10.375999999999999,0.0,0.61199999999999999,28356.0,0.3560643,202.47499999999999,125.839,4.0,0.32000000000000001,1995.0
22050.0,247.0,0.57129350000000001,0.37057837999999999,-1.0,0.0,305.18810000000002,2.101,0.0,11.0,0.70399999999999996,-8.9199999999999999,0.0,0.64700000000000002,26697.0,0.37253003940000001,290.04599999999999,120.09399999999999,4.0,0.78400000000000003,1999.0
22050.0,291577.0,0.51852019999999999,0.44239935000000002,193284.0,0.0,117.18485,0.157,0.0,2.0,0.82599999999999996,-5.4109999999999996,1.0,0.624,404627.0,0.55922570599999999,113.505,146.22399999999999,4.0,0.0,1997.0
22050.0,54.0,0.6999995,0.50557226,2055.0,0.0,301.81833,0.16500000000000001,0.0,3.0,0.029000000000000001,-4.9420000000000002,1.0,0.39300000000000002,66.0,0.44329131189999998,292.67599999999999,119.315,4.0,0.155,1999.0
22050.0,27717.0,0.67432605999999995,0.43999216000000002,6618.0,0.0,120.86812,2.6819999999999999,0.0,7.0,0.80200000000000005,-7.1349999999999998,0.0,0.58899999999999997,506040.0,0.3560643,114.387,141.999,3.0,0.33800000000000002,1998.0
22050.0,76581.0,0.41632730000000001,0.29439043999999998,72710.0,0.0,249.62567000000001,0.36299999999999999,0.0,9.0,0.81299999999999994,-15.297000000000001,1.0,0.504,94934.0,0.3560643,235.43899999999999,123.432,4.0,0.70299999999999996,1983.0
22050.0,65059.0,0.51533777000000003,0.32378240000000003,70739.0,0.0,252.02893,0.0,0.0,3.0,0.67200000000000004,-10.573,0.0,0.88600000000000001,152075.0,0.0,240.67500000000001,96.019000000000005,3.0,0.88400000000000001,1998.0
22050.0,5255.0,0.40426335000000002,0.30532145999999999,-1.0,0.0,72.437100000000001,0.32200000000000001,0.0,5.0,0.68899999999999995,-19.035,0.0,0.69399999999999995,762486.0,0.3560643,72.436999999999998,115.762,4.0,0.152,1991.0
22050.0,191954.0,0.44442472,0.31747579999999997,-1.0,0.0,219.74160000000001,0.0,0.0,10.0,0.64200000000000002,-5.593,0.0,0.59299999999999997,628068.0,0.3560643,216.31700000000001,222.46100000000001,4.0,0.0,2001.0
22050.0,436230.0,0.43520412000000003,0.35634290000000002,149528.0,0.0,224.23464999999999,0.47899999999999998,0.0,7.0,0.17199999999999999,-5.3399999999999999,1.0,0.55000000000000004,661269.0,0.3560643,214.465,195.684,4.0,0.39600000000000002,2007.0
22050.0,4683.0,0.6183999,0.47508250000000002,-1.0,0.0,243.09505999999999,0.33600000000000002,0.0,11.0,0.70799999999999996,-6.6660000000000004,0.0,0.97699999999999998,153060.0,0.3560643,239.96100000000001,146.19200000000001,4.0,0.0,1998.0
22050.0,366260.0,0.38200836999999999,0.24928717,40645.0,0.0,364.93015000000003,7.7320000000000002,0.0,7.0,0.56599999999999995,-16.071000000000002,1.0,0.68799999999999994,296775.0,0.3560643,361.471,160.78800000000001,4.0,0.76400000000000001,2000.0
